"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1568",1977,6988,0,46,0,NA,NA,"No",0,"z_No","M","z_High School","z_Blue Collar",52.5431275833756,"Commercial",14620,7,"Minivan","yes",2476,2,"No",5,1,"Highly Urban/ Urban"
"1569",1978,1696,1,38,1,11,105307.041451878,"Yes",281949.817291521,"z_No","M","Bachelors","Professional",39.1045286923462,"Commercial",30260,1,"Panel Truck","yes",5255,2,"No",3,8,"Highly Urban/ Urban"
"1570",1980,58851.0677649275,1,56,2,13,67783.4006327044,"No",245495.938532433,"Yes","M","Bachelors","Professional",28.5939387271191,"Commercial",23520,5,"Panel Truck","no",0,0,"No",4,11,"Highly Urban/ Urban"
"1571",1981,6261,2,37,2,9,116091.825255431,"Yes",0,"z_No","z_F","Bachelors","Manager",51.4487510118749,"Private",33760,1,"Minivan","no",2491,2,"No",7,9,"Highly Urban/ Urban"
"1572",1983,3022,0,40,0,14,61105.2543054452,"No",158995.447606282,"Yes","M","Masters","Lawyer",22.7693248891479,"Private",13780,10,"Minivan","yes",5014,4,"No",0,22,"Highly Urban/ Urban"
"1573",1984,2819,0,43,0,11,69071.0207963735,"No",214052.53272937,"z_No","M","z_High School","z_Blue Collar",29.4576208790851,"Commercial",13400,6,"Minivan","no",0,0,"No",1,12,"Highly Urban/ Urban"
"1574",1985,3976,0,33,2,12,60707.4719028992,"No",208744.025522915,"Yes","z_F","Bachelors","Professional",43.2632509930392,"Private",10870,1,"Sports Car","no",2714,2,"No",3,12,"Highly Urban/ Urban"
"1575",1986,8378,0,54,0,9,NA,"No",NA,"z_No","z_F","Bachelors","Manager",50.3312391281696,"Private",19440,1,"Sports Car","no",3152,2,"No",7,13,"Highly Urban/ Urban"
"1576",1988,7491,3,41,3,14,73581.2005549367,"No",237829.453258093,"Yes","z_F","Bachelors","Professional",12.2594721497144,"Private",8860,4,"Sports Car","no",2680,1,"No",9,11,"Highly Urban/ Urban"
"1577",1989,5847,1,37,3,13,88137.3075200128,"No",256436.108461239,"Yes","M","Masters","",51.579219988771,"Commercial",17680,4,"Van","yes",25208,2,"Yes",0,14,"Highly Urban/ Urban"
"1578",1990,5458,0,44,3,14,53302.741004955,"No",207700.965509916,"Yes","z_F","z_High School","z_Blue Collar",42.9595245418679,"Commercial",11230,1,"Sports Car","no",4444,2,"No",3,8,"Highly Urban/ Urban"
"1579",1991,7199,3,43,3,10,36436.2002023187,"Yes",0,"z_No","z_F","<High School","z_Blue Collar",45.6517928951907,"Private",31000,1,"Pickup","no",0,0,"Yes",5,1,"Highly Urban/ Urban"
"1580",1992,6093,0,54,0,12,52721.8922322161,"No",0,"z_No","M","z_High School","Professional",55.3928722154957,"Commercial",21390,6,"Van","yes",0,0,"No",0,1,"Highly Urban/ Urban"
"1581",1993,4477,0,50,0,13,42226.3413033223,"No",211401.854944064,"Yes","z_F","z_High School","z_Blue Collar",61.2061158303806,"Commercial",6500,9,"Sports Car","no",43963,2,"Yes",0,1,"Highly Urban/ Urban"
"1582",1994,1700,0,35,0,8,96290.8097352801,"No",0,"z_No","z_F","Bachelors","z_Blue Collar",46.2583242882908,"Commercial",14320,15,"z_SUV","no",3597,2,"No",5,5,"Highly Urban/ Urban"
"1583",1995,1443.27436237955,0,34,2,0,0,"No",0,"Yes","z_F","z_High School","Student",25.8038457868696,"Private",4900,7,"z_SUV","no",0,0,"No",2,1,"Highly Urban/ Urban"
"1584",1996,4386.15264609467,0,19,0,5,3871.04442540219,"No",76850.6160632338,"Yes","z_F","z_High School","Manager",48.8073500571844,"Private",3790,10,"Sports Car","no",0,0,"No",4,5,"Highly Urban/ Urban"
"1585",1998,1137,0,37,2,12,158489.254527648,"No",415675.92578039,"Yes","z_F","PhD","Lawyer",58.214452375508,"Private",5200,1,"z_SUV","no",0,0,"No",1,16,"Highly Urban/ Urban"
"1586",1999,3211,0,43,4,0,0,"Yes",0,"z_No","z_F","Bachelors","Student",43.8530259806695,"Commercial",14080,6,"z_SUV","no",3073,1,"No",1,7,"Highly Urban/ Urban"
"1587",2000,4623,2,40,3,14,58913.6641201451,"Yes",0,"z_No","M","Bachelors","Professional",14.2456434479372,"Private",16220,1,"Van","no",9216,2,"No",2,10,"Highly Urban/ Urban"
"1588",2001,5761,0,46,0,12,38387.9655699163,"No",0,"z_No","z_F","z_High School","z_Blue Collar",33.0477837015216,"Commercial",14480,17,"Sports Car","no",12192,3,"No",7,1,"Highly Urban/ Urban"
"1589",2002,5181,1,45,3,12,80126.9753480919,"No",223204.757435421,"Yes","z_F","Bachelors","Professional",48.4428905998783,"Private",29850,8,"Sports Car","no",10931,1,"Yes",3,9,"Highly Urban/ Urban"
"1590",2003,5082,0,34,4,0,0,"Yes",0,"z_No","z_F","z_High School","Student",57.8356330888097,"Commercial",11730,7,"z_SUV","no",38888,2,"Yes",9,1,"Highly Urban/ Urban"
"1591",2005,3982,0,55,0,12,164848.162264792,"No",0,"z_No","M","Masters","",24.0332829156337,"Commercial",38200,1,"Panel Truck","no",1657,2,"No",4,12,"Highly Urban/ Urban"
"1592",2006,4878,0,34,4,13,16436.1827512823,"No",127447.159718574,"Yes","M","<High School","z_Blue Collar",44.4873915976887,"Commercial",23320,1,"Panel Truck","no",3939,3,"No",0,3,"Highly Urban/ Urban"
"1593",2007,2121,0,32,0,11,84254.8718489001,"No",260801.551733186,"z_No","M","Masters","Professional",50.3670538424562,"Private",16050,1,"Minivan","no",2253,1,"No",4,20,"Highly Urban/ Urban"
"1594",2008,3857,0,39,3,14,51523.9049004398,"Yes",0,"z_No","z_F","<High School","z_Blue Collar",41.314769573928,"Private",10550,4,"z_SUV","no",8454,3,"No",7,1,"Highly Urban/ Urban"
"1595",2009,6850,0,23,1,10,13991.4013727296,"No",117778.330245559,"Yes","M","<High School","Clerical",22.8611732997571,"Commercial",10960,10,"Pickup","yes",0,0,"No",1,7,"Highly Urban/ Urban"
"1596",2010,5176,0,51,0,13,18272.7054297852,"No",0,"z_No","z_F","<High School","Clerical",55.5137505483768,"Private",6600,10,"z_SUV","no",959,1,"No",5,1,"Highly Urban/ Urban"
"1597",2012,779,3,36,3,10,60589.3299325324,"Yes",0,"z_No","z_F","Bachelors","Professional",16.2175747857754,"Private",11160,10,"z_SUV","no",0,0,"No",2,7,"Highly Urban/ Urban"
"1598",2013,4626,0,53,0,13,48143.7339711769,"No",NA,"z_No","M","z_High School","Clerical",36.452167533426,"Private",12640,7,"Minivan","yes",0,0,"No",3,10,"Highly Urban/ Urban"
"1599",2014,9605,0,43,0,11,45416.2448867438,"No",146898.629339862,"Yes","z_F","z_High School","z_Blue Collar",14.6695848209555,"Commercial",10340,1,"Sports Car","no",0,0,"No",3,6,"Highly Urban/ Urban"
"1600",2016,3667,0,38,0,9,62290.4451912547,"No",223013.316261042,"z_No","z_F","Bachelors","z_Blue Collar",21.6453446526081,"Commercial",14640,11,"Minivan","no",0,0,"Yes",0,9,"Highly Urban/ Urban"
"1601",2017,8138,0,34,3,0,0,"Yes",0,"z_No","M","z_High School","Student",43.7952451335692,"Commercial",31810,6,"Panel Truck","yes",1157,3,"No",0,1,"Highly Urban/ Urban"
"1602",2018,7106,0,36,0,0,0,"No",50322.3157024388,"z_No","z_F","<High School","Student",5,"Private",12270,10,"z_SUV","no",7635,3,"No",4,1,"Highly Urban/ Urban"
"1603",2019,5759,0,38,0,13,23711.3867409198,"No",0,"z_No","M","z_High School","Clerical",24.1410818912668,"Private",7670,10,"Pickup","yes",3158,3,"No",5,9,"Highly Urban/ Urban"
"1604",2020,5866,0,45,0,15,65165.627284019,"No",254585.854853269,"Yes","z_F","PhD","Doctor",40.5304233782923,"Private",11500,3,"Sports Car","no",38411,1,"Yes",0,15,"Highly Urban/ Urban"
"1605",2021,5831,0,36,1,10,75262.6177588656,"Yes",207876.809025595,"z_No","z_F","Bachelors","Clerical",45.4870439882946,"Private",16560,1,"z_SUV","no",0,0,"Yes",3,12,"Highly Urban/ Urban"
"1606",2022,4059,0,46,0,5,136371.045436484,"No",0,"z_No","M","PhD","",24.8083472301148,"Commercial",27540,1,"Panel Truck","no",21880,2,"Yes",3,8,"Highly Urban/ Urban"
"1607",2023,4136,1,43,2,10,41795.7749288965,"Yes",0,"z_No","z_F","z_High School","Clerical",20.4195869951333,"Private",17750,10,"z_SUV","no",0,0,"No",0,1,"Highly Urban/ Urban"
"1608",2024,360.558979795133,0,48,0,0,0,"No",NA,"z_No","z_F","Masters","Home Maker",36.5420340554808,"Private",6300,6,"Sports Car","no",2460,1,"No",3,12,"Highly Urban/ Urban"
"1609",2026,1220,0,27,3,0,0,"No",0,"Yes","z_F","Bachelors","Student",16.9366971230013,"Commercial",22500,1,"Pickup","no",0,0,"No",5,14,"Highly Urban/ Urban"
"1610",2027,23642.003579593,0,36,0,11,158.223551034553,"No",0,"Yes","M","z_High School","Student",33.4895638068859,"Commercial",9850,1,"Pickup","yes",0,0,"No",3,NA,"Highly Urban/ Urban"
"1611",2028,4629,1,58,2,14,36625.8478538607,"Yes",0,"z_No","M","z_High School","z_Blue Collar",34.4695132881509,"Commercial",19790,3,"Van","yes",0,0,"No",4,10,"Highly Urban/ Urban"
"1612",2029,4797,0,53,0,12,25972.1126526059,"No",97541.4108122498,"Yes","z_F","z_High School","Clerical",20.7980696794277,"Private",10860,1,"z_SUV","no",2457,2,"No",4,6,"Highly Urban/ Urban"
"1613",2030,1750.84160956815,2,44,2,11,104682.111508514,"Yes",0,"z_No","z_F","Bachelors","Manager",38.1702262734986,"Private",25950,7,"Minivan","no",8543,2,"No",8,7,"Highly Urban/ Urban"
"1614",2031,840,0,60,0,12,77658.2884262674,"No",272962.430297919,"Yes","z_F","Masters","Lawyer",64.1548972248189,"Private",15270,7,"z_SUV","no",7705,1,"No",7,18,"Highly Urban/ Urban"
"1615",2032,3658.80926691672,0,40,0,11,62849.2711852705,"No",225933.591081132,"Yes","z_F","Bachelors","Professional",40.8894888894237,"Private",11780,1,"Sports Car","no",0,0,"No",3,8,"Highly Urban/ Urban"
"1616",2037,4093,0,34,1,11,98273.0494019988,"Yes",295335.40111036,"z_No","M","Masters","",21.8278528230291,"Commercial",28190,4,"Panel Truck","yes",0,0,"No",1,11,"Highly Urban/ Urban"
"1617",2038,9769.45179236674,0,34,3,15,26777.0094785265,"Yes",0,"z_No","z_F","z_High School","Clerical",5,"Private",4900,3,"Sports Car","no",1620,1,"No",7,6,"Highly Urban/ Urban"
"1618",2039,3489,0,36,2,11,93066.9835469801,"Yes",0,"z_No","M","Bachelors","Student",51.1172127445455,"Commercial",10810,1,"Pickup","yes",0,0,"No",2,NA,"Highly Urban/ Urban"
"1619",2040,31857.7436705279,1,39,2,8,15790.1319205109,"Yes",0,"z_No","z_F","PhD","Lawyer",23.7701418272433,"Private",23970,1,"z_SUV","no",1849,2,"Yes",5,8,"Highly Urban/ Urban"
"1620",2041,1875,0,30,1,13,20630.8481120118,"No",110165.333266443,"Yes","M","z_High School","Clerical",45.0091145390164,"Private",4630,3,"Minivan","no",0,0,"Yes",0,4,"z_Highly Rural/ Rural"
"1621",2042,3226,0,49,0,13,48983.0651090497,"No",190087.580028353,"Yes","M","PhD","",37.9789493984351,"Commercial",11010,1,"Pickup","no",3767,2,"No",0,12,"Highly Urban/ Urban"
"1622",2043,1139,0,40,0,10,59566.1937372717,"No",207187.331243434,"z_No","z_F","z_High School","z_Blue Collar",14.9766250427477,"Commercial",8260,13,"z_SUV","no",0,0,"No",1,5,"Highly Urban/ Urban"
"1623",2044,1441,0,53,0,0,0,"No",NA,"Yes","M","z_High School","Student",41.8803433886805,"Commercial",21470,6,"Minivan","no",4372,3,"No",2,5,"Highly Urban/ Urban"
"1624",2045,1030,2,45,2,NA,48124.4307353131,"Yes",226555.203860385,"z_No","z_F","z_High School","Professional",26.0228069389103,"Private",10810,1,"z_SUV","no",0,0,"Yes",0,1,"Highly Urban/ Urban"
"1625",2046,5479,0,47,0,15,34131.9718083117,"No",147154.519711841,"Yes","z_F","z_High School","z_Blue Collar",53.2963056347467,"Commercial",9610,4,"Minivan","no",5047,1,"No",3,8,"Highly Urban/ Urban"
"1626",2047,7338,0,44,2,17,24469.3299649325,"No",128238.415697379,"Yes","M","<High School","z_Blue Collar",5,"Commercial",27450,4,"Panel Truck","yes",0,0,"No",4,6,"Highly Urban/ Urban"
"1627",2048,5792,0,39,1,7,55122.9058367901,"No",NA,"Yes","M","z_High School","z_Blue Collar",22.1676610888527,"Commercial",20580,11,"Van","no",0,0,"No",0,5,"Highly Urban/ Urban"
"1628",2049,2327,0,46,0,0,NA,"No",0,"z_No","z_F","z_High School","Student",42.8149593183765,"Commercial",8110,10,"z_SUV","no",0,0,"No",0,8,"Highly Urban/ Urban"
"1629",2050,5337.95373851312,0,52,0,13,23714.496012391,"No",121354.191383165,"Yes","M","<High School","z_Blue Collar",59.1094705885789,"Commercial",9070,1,"Pickup","yes",0,0,"No",3,8,"Highly Urban/ Urban"
"1630",2051,2576,0,25,4,11,49575.553563256,"Yes",160042.276431641,"z_No","z_F","Masters","Manager",5,"Private",6460,6,"z_SUV","no",3862,2,"No",1,16,"Highly Urban/ Urban"
"1631",2052,2150,0,53,0,12,27652.1956008583,"No",145982.813553429,"z_No","M","z_High School","Clerical",19.1470388662125,"Private",21460,4,"Van","no",6348,1,"No",0,6,"Highly Urban/ Urban"
"1632",2054,4130,0,26,1,11,42687.3863192235,"Yes",0,"z_No","z_F","z_High School","z_Blue Collar",35.316896208026,"Commercial",17200,1,"Minivan","no",0,0,"No",6,1,"Highly Urban/ Urban"
"1633",2055,4665,0,41,0,9,74705.6326404952,"No",0,"z_No","M","Bachelors","Professional",30.9209364115703,"Commercial",26530,1,"Panel Truck","yes",2884,1,"No",8,8,"Highly Urban/ Urban"
"1634",2056,3381,0,42,2,14,55328.4443711596,"Yes",0,"z_No","M","z_High School","z_Blue Collar",32.457318347497,"Commercial",11230,7,"Minivan","no",7607,4,"No",2,10,"Highly Urban/ Urban"
"1635",2057,5238,0,45,0,13,8233.68016764495,"No",0,"Yes","M","<High School","Student",12.0703908155843,"Private",1650,1,"Minivan","no",0,0,"Yes",3,NA,"Highly Urban/ Urban"
"1636",2058,3543.52461313785,0,26,2,12,41746.4895694699,"Yes",0,"z_No","M","z_High School","Manager",41.0206795654472,"Commercial",8270,10,"Pickup","no",6081,4,"No",0,1,"Highly Urban/ Urban"
"1637",2061,2124,1,36,2,12,95941.5508361455,"Yes",0,"z_No","z_F","Masters","Manager",46.2679823423352,"Private",14690,4,"z_SUV","no",17070,2,"Yes",6,19,"Highly Urban/ Urban"
"1638",2062,1651,0,58,0,14,2724.27853551001,"No",0,"z_No","z_F","<High School","Student",52.602804794641,"Private",15220,6,"z_SUV","no",20511,1,"Yes",0,1,"Highly Urban/ Urban"
"1639",2063,2849,0,41,0,9,27520.8982379702,"No",141133.169666427,"Yes","z_F","<High School","z_Blue Collar",28.9046604922505,"Private",8350,1,"Sports Car","no",536,1,"No",0,1,"Highly Urban/ Urban"
"1640",2064,3335,2,41,3,11,63609.7310317025,"Yes",0,"z_No","M","z_High School","Clerical",10.3024524600081,"Private",11960,15,"Minivan","no",45931,1,"Yes",3,1,"Highly Urban/ Urban"
"1641",2065,5323,0,46,0,10,70840.4526738876,"No",0,"z_No","M","Bachelors","Professional",26.0787648020192,"Private",17140,1,"Minivan","yes",4655,2,"No",5,1,"Highly Urban/ Urban"
"1642",2066,5161,0,49,0,10,NA,"No",NA,"z_No","z_F","z_High School","z_Blue Collar",24.0018423069014,"Commercial",18430,6,"z_SUV","no",27389,2,"Yes",4,9,"Highly Urban/ Urban"
"1643",2067,4857,0,57,0,12,35436.3342185959,"No",187050.553443746,"Yes","z_F","z_High School","z_Blue Collar",39.4792710327836,"Commercial",10100,1,"z_SUV","no",0,0,"No",4,3,"Highly Urban/ Urban"
"1644",2068,7843,0,62,0,12,34032.733690181,"No",0,"z_No","M","z_High School","z_Blue Collar",42.6579628368345,"Commercial",19010,10,"Van","no",0,0,"Yes",5,1,"Highly Urban/ Urban"
"1645",2069,3883,0,34,3,0,0,"No",74744.3090314916,"Yes","z_F","Bachelors","Home Maker",35.5012565274926,"Private",4900,1,"Sports Car","no",0,0,"No",0,6,"Highly Urban/ Urban"
"1646",2070,942,0,26,3,13,7832.26490329639,"No",58631.5953021051,"Yes","z_F","<High School","Clerical",33.2481843865769,"Private",7620,11,"z_SUV","no",5304,2,"No",11,1,"Highly Urban/ Urban"
"1647",2071,4373,0,44,1,12,51119.9886897611,"Yes",0,"z_No","M","z_High School","Professional",36.0240311972118,"Commercial",26840,1,"Panel Truck","yes",0,0,"Yes",2,8,"Highly Urban/ Urban"
"1648",2072,2535,0,46,0,13,33953.4867987971,"No",164541.770861208,"Yes","M","<High School","z_Blue Collar",31.5274087615039,"Private",12040,4,"Minivan","yes",0,0,"No",0,6,"Highly Urban/ Urban"
"1649",2074,18955.1311628882,0,45,2,12,51113.2150926559,"Yes",204070.712534878,"z_No","M","Bachelors","Clerical",68.1284933229264,"Commercial",11110,1,"Pickup","yes",16558,1,"Yes",0,13,"Highly Urban/ Urban"
"1650",2075,2939,0,56,0,10,18237.0348612541,"No",128367.354086006,"Yes","z_F","Masters","Lawyer",11.9381359096402,"Private",8920,1,"z_SUV","no",0,0,"Yes",0,17,"Highly Urban/ Urban"
"1651",2076,1923,0,42,0,NA,77507.9608836156,"No",NA,"z_No","M","Bachelors","Professional",38.1839037381986,"Commercial",43290,3,"Panel Truck","yes",19942,3,"Yes",1,8,"Highly Urban/ Urban"
"1652",2077,5586,0,34,2,0,0,"No",0,"Yes","z_F","z_High School","Student",39.2245924904647,"Private",15890,1,"z_SUV","no",4631,1,"No",0,1,"Highly Urban/ Urban"
"1653",2078,1157.82422173643,0,49,0,13,55446.9189905644,"No",0,"z_No","z_F","<High School","z_Blue Collar",5,"Private",13650,17,"z_SUV","no",7062,3,"No",0,1,"Highly Urban/ Urban"
"1654",2079,1562,0,34,3,8,27008.4604264354,"No",NA,"Yes","z_F","z_High School","z_Blue Collar",16.6455341448179,"Commercial",25190,1,"Pickup","no",0,0,"No",5,7,"Highly Urban/ Urban"
"1655",2080,20218.8780650378,0,53,0,6,67815.5358097567,"No",247604.73338645,"Yes","M","z_High School","z_Blue Collar",29.7393265146147,"Commercial",22800,1,"Panel Truck","yes",0,0,"No",2,1,"Highly Urban/ Urban"
"1656",2081,4614,2,44,3,14,15384.9522364467,"Yes",0,"z_No","z_F","<High School","Clerical",38.2239447073392,"Private",9670,3,"z_SUV","no",0,0,"No",0,5,"Highly Urban/ Urban"
"1657",2082,3392,0,27,3,9,10851.6918835423,"Yes",0,"z_No","z_F","<High School","Home Maker",58.6968636284164,"Private",10830,6,"z_SUV","no",0,0,"No",1,1,"Highly Urban/ Urban"
"1658",2083,7345,0,40,0,11,30069.3009150494,"No",168682.7543575,"Yes","z_F","z_High School","Clerical",41.1059994607035,"Private",9460,1,"Sports Car","no",0,0,"Yes",1,1,"Highly Urban/ Urban"
"1659",2085,5005,0,39,0,12,70862.0092832295,"No",225344.62744498,"Yes","M","Bachelors","z_Blue Collar",48.0206638972699,"Private",4740,6,"Pickup","yes",0,0,"Yes",0,6,"Highly Urban/ Urban"
"1660",2086,3833.40490907966,0,38,0,0,0,"No",87707.8142910347,"Yes","M","<High School","Student",23.9545336297652,"Commercial",20260,1,"Van","yes",934,2,"No",4,1,"Highly Urban/ Urban"
"1661",2087,4081,0,44,0,8,79898.6873414126,"No",0,"z_No","z_F","Masters","Manager",25.4415795861564,"Private",9490,1,"Sports Car","no",0,0,"No",0,17,"Highly Urban/ Urban"
"1662",2088,7539,0,66,0,13,70618.0214020565,"No",263650.124665417,"Yes","z_F","PhD","Home Maker",89.0777101361191,"Private",19810,6,"Sports Car","no",0,0,"No",0,13,"Highly Urban/ Urban"
"1663",2090,5254,0,52,0,13,43392.5114890077,"No",NA,"Yes","z_F","z_High School","Clerical",22.8696057784644,"Private",12890,1,"z_SUV","no",10782,3,"No",1,1,"Highly Urban/ Urban"
"1664",2091,5273,0,32,3,0,0,"No",64184.0560607476,"Yes","z_F","Bachelors","Home Maker",51.4488011675703,"Private",13140,6,"Sports Car","no",0,0,"No",0,4,"z_Highly Rural/ Rural"
"1665",2093,3513,0,28,1,NA,24813.6351666572,"No",103896.029318104,"Yes","M","<High School","Clerical",26.2365027310315,"Private",7750,4,"Minivan","yes",5556,1,"No",1,8,"Highly Urban/ Urban"
"1666",2094,5992,0,46,0,6,112465.073726471,"No",0,"z_No","M","Masters","Manager",36.2923409037956,"Commercial",24330,1,"Panel Truck","yes",1401,1,"No",0,14,"Highly Urban/ Urban"
"1667",2095,1911,0,53,0,0,0,"No",66838.5467855363,"Yes","z_F","z_High School","Home Maker",6.36106669580515,"Private",6800,1,"Sports Car","no",0,0,"No",1,1,"Highly Urban/ Urban"
"1668",2096,2976,0,35,2,12,30110.5464435703,"Yes",0,"z_No","M","z_High School","Clerical",48.3551964912186,"Private",4510,6,"Pickup","yes",7654,2,"No",9,1,"Highly Urban/ Urban"
"1669",2097,3012,0,47,0,16,54807.2465348925,"No",183952.881020279,"Yes","z_F","z_High School","z_Blue Collar",43.3624734777287,"Commercial",7280,1,"Pickup","no",4009,2,"No",2,6,"Highly Urban/ Urban"
"1670",2098,2972,3,42,3,4,19758.6841860917,"Yes",0,"z_No","M","<High School","z_Blue Collar",30.4585780889398,"Private",15100,1,"Minivan","yes",35863,2,"Yes",4,8,"Highly Urban/ Urban"
"1671",2099,3169,0,47,0,12,28107.0391469758,"No",0,"z_No","z_F","z_High School","Clerical",58.0262909556187,"Private",9010,1,"Sports Car","no",8598,1,"No",3,9,"Highly Urban/ Urban"
"1672",2100,3998,0,53,0,10,41924.0689106009,"No",0,"z_No","z_F","z_High School","Home Maker",80.9515831601046,"Private",6800,1,"z_SUV","no",0,0,"No",0,7,"z_Highly Rural/ Rural"
"1673",2101,7802,0,32,4,12,4564.26344094457,"Yes",0,"z_No","z_F","z_High School","Student",30.8949717169843,"Commercial",13810,4,"Sports Car","no",0,0,"No",0,1,"Highly Urban/ Urban"
"1674",2102,4771,0,66,0,7,78457.7073545297,"No",267836.708541238,"Yes","M","Bachelors","z_Blue Collar",39.9572650735816,"Commercial",14910,13,"z_SUV","yes",3894,4,"No",0,13,"Highly Urban/ Urban"
"1675",2103,4847.67930951101,1,40,2,14,67700.1442094027,"Yes",200230.851341028,"z_No","M","Bachelors","Manager",47.137505798335,"Private",17430,1,"Van","yes",6452,4,"No",4,7,"Highly Urban/ Urban"
"1676",2104,53796.1954778654,0,54,1,11,43673.0913527377,"Yes",172394.961907791,"z_No","z_F","z_High School","z_Blue Collar",38.5406139675329,"Commercial",18690,7,"Minivan","no",0,0,"No",1,1,"Highly Urban/ Urban"
"1677",2105,4927,0,42,0,13,40276.5705178152,"No",156362.382533817,"z_No","M","Bachelors","Professional",46.1216054876051,"Commercial",5530,6,"Pickup","yes",8942,2,"No",6,9,"Highly Urban/ Urban"
"1678",2106,3758,0,26,0,10,12239.8288040734,"No",101334.349938285,"z_No","z_F","<High School","Student",20.53490264253,"Private",5320,1,"Sports Car","no",6094,2,"No",0,6,"Highly Urban/ Urban"
"1679",2107,1331,1,41,1,11,65483.1779764921,"No",NA,"Yes","M","PhD","",30.0885717217554,"Commercial",5620,17,"Pickup","yes",7351,2,"No",0,18,"Highly Urban/ Urban"
"1680",2108,3455,0,48,0,7,24601.1897666009,"No",128982.013910939,"z_No","M","PhD","",20.8184426147667,"Commercial",8760,1,"Pickup","no",0,0,"No",1,10,"Highly Urban/ Urban"
"1681",2110,5282,1,36,2,12,32473.9182498368,"No",108745.027176993,"Yes","M","z_High School","Clerical",58.7885415637133,"Private",8350,4,"Pickup","no",0,0,"No",0,1,"z_Highly Rural/ Rural"
"1682",2111,2959,0,36,0,12,NA,"No",0,"z_No","z_F","Bachelors","Professional",43.7722209746221,"Private",18320,1,"Minivan","no",8143,2,"No",1,10,"Highly Urban/ Urban"
"1683",2112,16916.2159673564,0,57,0,13,117612.292534286,"No",NA,"Yes","M","PhD","",23.6582975748981,"Commercial",7390,6,"Pickup","no",0,0,"No",2,16,"Highly Urban/ Urban"
"1684",2113,8420,2,61,3,14,108990.246155024,"Yes",0,"z_No","M","PhD","Doctor",33.7630027179222,"Private",37510,6,"z_SUV","yes",0,0,"No",0,12,"Highly Urban/ Urban"
"1685",2114,6503,0,35,0,10,18046.6522457136,"No",97247.4903294473,"Yes","M","<High School","z_Blue Collar",5,"Commercial",6950,11,"Pickup","no",0,0,"No",1,4,"Highly Urban/ Urban"
"1686",2115,3161,0,48,0,9,29927.8837136067,"No",102900.041697402,"Yes","z_F","z_High School","Clerical",17.9257582305122,"Private",17630,1,"z_SUV","no",3826,4,"No",2,9,"Highly Urban/ Urban"
"1687",2116,3801,0,50,0,NA,160103.313919662,"No",376152.240928801,"Yes","z_F","Masters","Lawyer",29.4128693098209,"Private",22460,13,"Pickup","no",0,0,"No",0,14,"Highly Urban/ Urban"
"1688",2117,1592,0,46,0,13,72383.3130169879,"No",224699.533715282,"Yes","M","Bachelors","Professional",30.7726795785988,"Private",13340,10,"Minivan","no",3990,2,"No",0,9,"Highly Urban/ Urban"
"1689",2118,4931,0,42,0,12,NA,"No",175106.83016838,"Yes","z_F","z_High School","z_Blue Collar",77.2432902084128,"Commercial",13480,1,"z_SUV","no",3819,2,"No",0,8,"Highly Urban/ Urban"
"1690",2119,4340,1,43,1,12,71234.8294293408,"Yes",0,"z_No","M","Bachelors","Professional",12.4007100536526,"Private",17160,1,"Van","no",3744,2,"No",0,6,"Highly Urban/ Urban"
"1691",2120,5618,0,28,2,10,23426.581103875,"No",98357.4931259612,"Yes","z_F","<High School","Clerical",49.6186664170118,"Private",7040,4,"Sports Car","no",5283,4,"No",1,1,"Highly Urban/ Urban"
"1692",2121,3029,0,40,0,NA,0,"No",0,"Yes","z_F","<High School","Student",46.1526412477575,"Private",14810,7,"Minivan","no",7846,2,"No",2,6,"Highly Urban/ Urban"
"1693",2122,1538,1,45,2,12,47906.5466324583,"Yes",0,"z_No","z_F","Bachelors","Clerical",39.5543482912083,"Private",11930,7,"Minivan","no",4658,3,"No",6,9,"Highly Urban/ Urban"
"1694",2123,6693,0,41,0,11,95902.5148600043,"No",285983.439577215,"Yes","z_F","Bachelors","Professional",30.0351476368411,"Commercial",39540,1,"Van","no",6599,2,"No",6,8,"Highly Urban/ Urban"
"1695",2124,3490,0,28,4,0,0,"Yes",81076.2804934317,"z_No","z_F","<High School","Home Maker",27.0907340869237,"Private",4300,1,"z_SUV","no",0,0,"No",0,6,"Highly Urban/ Urban"
"1696",2125,2716,0,35,0,13,62971.1817025418,"No",0,"z_No","M","<High School","Manager",36.422186533896,"Commercial",19760,1,"Van","yes",7908,1,"No",10,1,"Highly Urban/ Urban"
"1697",2126,4363,0,35,0,10,78260.463742784,"No",259867.440824286,"Yes","z_F","Masters","Lawyer",57.3796964985889,"Private",23610,1,"z_SUV","no",6011,3,"No",9,16,"Highly Urban/ Urban"
"1698",2127,2922,0,32,2,0,0,"No",0,"Yes","M","z_High School","Student",28.7839552206562,"Commercial",7410,6,"Pickup","no",1491,2,"No",8,1,"Highly Urban/ Urban"
"1699",2128,781,1,38,3,13,28065.107486916,"Yes",112596.167347109,"z_No","M","Bachelors","Clerical",33.0828741293942,"Private",4310,10,"Minivan","no",30254,3,"Yes",0,8,"Highly Urban/ Urban"
